Route,Cost,Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Mt Eden']",798.62375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Mt Roskill']",756.330625,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Newmarket']",811.145625,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Onehunga']",713.975,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Ponsonby']",795.04375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Pt Chevalier']",799.375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown St Lukes']",725.733125,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Three Kings']",723.089375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Victoria Street West']",818.298125,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Mt Roskill']",752.1662500000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Newmarket']",752.5425,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Onehunga']",719.4300000000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Ponsonby']",748.21,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Pt Chevalier']",779.0831250000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown St Lukes']",693.61875,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Three Kings']",711.125,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Victoria Street West']",766.495625,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Newmarket']",800.1875,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Onehunga']",721.10125,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Ponsonby']",790.3118750000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Pt Chevalier']",799.153125,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown St Lukes']",713.2556249999999,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Three Kings']",721.67,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Victoria Street West']",824.955625,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Onehunga']",717.644375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Ponsonby']",727.725625,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Pt Chevalier']",756.0775000000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown St Lukes']",692.2768749999999,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Three Kings']",688.72375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Victoria Street West']",734.318125,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown Ponsonby']",815.2950000000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown Pt Chevalier']",833.4456250000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown St Lukes']",751.7568749999999,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown Three Kings']",718.73875,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown Victoria Street West']",838.549375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Ponsonby', 'Countdown Pt Chevalier']",716.17625,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Ponsonby', 'Countdown St Lukes']",648.321875,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Ponsonby', 'Countdown Three Kings']",682.0300000000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Ponsonby', 'Countdown Victoria Street West']",700.245,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Pt Chevalier', 'Countdown St Lukes']",694.149375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Pt Chevalier', 'Countdown Three Kings']",737.4968749999999,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Pt Chevalier', 'Countdown Victoria Street West']",770.713125,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown St Lukes', 'Countdown Three Kings']",652.025625,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown St Lukes', 'Countdown Victoria Street West']",723.221875,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Three Kings', 'Countdown Victoria Street West']",801.393125,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Mt Eden']",871.33875,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Mt Roskill']",829.0456250000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Newmarket']",883.860625,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Onehunga']",786.69,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Ponsonby']",867.7587500000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Pt Chevalier']",872.0900000000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown St Lukes']",798.448125,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Three Kings']",795.804375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Victoria Street West']",891.013125,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Mt Roskill']",821.8575000000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Newmarket']",822.23375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Onehunga']",789.12125,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Ponsonby']",817.9012500000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Pt Chevalier']",848.774375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown St Lukes']",763.3100000000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Three Kings']",780.81625,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Victoria Street West']",836.1868750000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Newmarket']",869.8787500000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Onehunga']",790.7925000000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Ponsonby']",860.0031250000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Pt Chevalier']",868.8443750000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown St Lukes']",782.946875,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Three Kings']",791.36125,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Victoria Street West']",894.6468750000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Onehunga']",796.4318750000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Ponsonby']",806.5131250000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Pt Chevalier']",834.865,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown St Lukes']",771.064375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Three Kings']",767.51125,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Victoria Street West']",813.1056250000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Onehunga', 'Countdown Ponsonby']",888.01,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Onehunga', 'Countdown Pt Chevalier']",907.5296527777778,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Onehunga', 'Countdown St Lukes']",824.471875,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Onehunga', 'Countdown Three Kings']",791.45375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Onehunga', 'Countdown Victoria Street West']",913.7675694444443,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Ponsonby', 'Countdown Pt Chevalier']",793.7606250000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Ponsonby', 'Countdown St Lukes']",725.90625,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Ponsonby', 'Countdown Three Kings']",759.614375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Ponsonby', 'Countdown Victoria Street West']",777.829375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Pt Chevalier', 'Countdown St Lukes']",769.40625,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Pt Chevalier', 'Countdown Three Kings']",812.75375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Pt Chevalier', 'Countdown Victoria Street West']",845.97,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown St Lukes', 'Countdown Three Kings']",721.7162500000001,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown St Lukes', 'Countdown Victoria Street West']",792.9124999999999,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Three Kings', 'Countdown Victoria Street West']",874.108125,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Mt Roskill']",836.3718750000002,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Newmarket']",836.7481250000001,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Onehunga']",803.6356250000001,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Ponsonby']",832.4156250000001,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Pt Chevalier']",863.2887500000002,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Eden', 'Countdown St Lukes']",777.824375,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Three Kings']",795.330625,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Victoria Street West']",850.7012500000001,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Roskill', 'Countdown Newmarket']",840.42875,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Roskill', 'Countdown Onehunga']",761.3425000000001,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Roskill', 'Countdown Ponsonby']",830.5531250000001,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Roskill', 'Countdown Pt Chevalier']",839.3943750000001,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Roskill', 'Countdown St Lukes']",753.4968749999999,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Roskill', 'Countdown Three Kings']",761.91125,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Roskill', 'Countdown Victoria Street West']",865.1968750000001,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Newmarket', 'Countdown Onehunga']",816.1575,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Newmarket', 'Countdown Ponsonby']",826.23875,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Newmarket', 'Countdown Pt Chevalier']",854.590625,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Newmarket', 'Countdown St Lukes']",790.79,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Newmarket', 'Countdown Three Kings']",787.2368749999999,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Newmarket', 'Countdown Victoria Street West']",832.83125,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Onehunga', 'Countdown Ponsonby']",843.421875,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Onehunga', 'Countdown Pt Chevalier']",861.5725,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Onehunga', 'Countdown St Lukes']",779.88375,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Onehunga', 'Countdown Three Kings']",746.865625,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Onehunga', 'Countdown Victoria Street West']",866.67625,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Ponsonby', 'Countdown Pt Chevalier']",833.46875,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Ponsonby', 'Countdown St Lukes']",765.614375,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Ponsonby', 'Countdown Three Kings']",799.3225,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Ponsonby', 'Countdown Victoria Street West']",817.5375000000001,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Pt Chevalier', 'Countdown St Lukes']",776.805,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Pt Chevalier', 'Countdown Three Kings']",820.1525,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Pt Chevalier', 'Countdown Victoria Street West']",853.3687500000001,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown St Lukes', 'Countdown Three Kings']",723.3275,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown St Lukes', 'Countdown Victoria Street West']",794.5237500000001,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Three Kings', 'Countdown Victoria Street West']",822.868125,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown Newmarket']",815.9325,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown Onehunga']",736.84625,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown Ponsonby']",806.056875,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown Pt Chevalier']",814.8981249999999,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown St Lukes']",729.000625,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown Three Kings']",737.4150000000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown Victoria Street West']",840.700625,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Newmarket', 'Countdown Onehunga']",737.2225,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Newmarket', 'Countdown Ponsonby']",747.30375,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Newmarket', 'Countdown Pt Chevalier']",775.6556250000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Newmarket', 'Countdown St Lukes']",711.8549999999999,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Newmarket', 'Countdown Three Kings']",708.301875,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Newmarket', 'Countdown Victoria Street West']",753.89625,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Onehunga', 'Countdown Ponsonby']",828.5450000000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Onehunga', 'Countdown Pt Chevalier']",846.6956250000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Onehunga', 'Countdown St Lukes']",765.0068749999999,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Onehunga', 'Countdown Three Kings']",731.98875,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Onehunga', 'Countdown Victoria Street West']",851.799375,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Ponsonby', 'Countdown Pt Chevalier']",766.3031250000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Ponsonby', 'Countdown St Lukes']",698.4487499999999,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Ponsonby', 'Countdown Three Kings']",732.156875,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Ponsonby', 'Countdown Victoria Street West']",750.371875,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Pt Chevalier', 'Countdown St Lukes']",736.18125,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Pt Chevalier', 'Countdown Three Kings']",779.5287500000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Pt Chevalier', 'Countdown Victoria Street West']",812.7450000000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown St Lukes', 'Countdown Three Kings']",670.88125,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown St Lukes', 'Countdown Victoria Street West']",742.0774999999999,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Three Kings', 'Countdown Victoria Street West']",790.5718750000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Newmarket', 'Countdown Onehunga']",791.08,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Newmarket', 'Countdown Ponsonby']",801.1612500000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Newmarket', 'Countdown Pt Chevalier']",829.513125,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Newmarket', 'Countdown St Lukes']",765.7125,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Newmarket', 'Countdown Three Kings']",762.1593750000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Newmarket', 'Countdown Victoria Street West']",807.7537500000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Onehunga', 'Countdown Ponsonby']",836.42875,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Onehunga', 'Countdown Pt Chevalier']",854.579375,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Onehunga', 'Countdown St Lukes']",772.8906249999999,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Onehunga', 'Countdown Three Kings']",739.8725000000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Onehunga', 'Countdown Victoria Street West']",859.683125,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Ponsonby', 'Countdown Pt Chevalier']",814.6175000000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Ponsonby', 'Countdown St Lukes']",746.763125,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Ponsonby', 'Countdown Three Kings']",780.4712499999999,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Ponsonby', 'Countdown Victoria Street West']",798.68625,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Pt Chevalier', 'Countdown St Lukes']",762.46375,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Pt Chevalier', 'Countdown Three Kings']",805.8112500000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Pt Chevalier', 'Countdown Victoria Street West']",839.0275000000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown St Lukes', 'Countdown Three Kings']",696.730625,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown St Lukes', 'Countdown Victoria Street West']",767.9268750000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Three Kings', 'Countdown Victoria Street West']",807.329375,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Onehunga', 'Countdown Ponsonby']",813.8000000000001,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Onehunga', 'Countdown Pt Chevalier']",831.950625,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Onehunga', 'Countdown St Lukes']",750.261875,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Onehunga', 'Countdown Three Kings']",717.24375,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Onehunga', 'Countdown Victoria Street West']",837.0543749999999,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Ponsonby', 'Countdown Pt Chevalier']",732.859375,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Ponsonby', 'Countdown St Lukes']",665.005,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Ponsonby', 'Countdown Three Kings']",698.7131250000001,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Ponsonby', 'Countdown Victoria Street West']",716.928125,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Pt Chevalier', 'Countdown St Lukes']",700.2162500000001,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Pt Chevalier', 'Countdown Three Kings']",743.56375,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Pt Chevalier', 'Countdown Victoria Street West']",776.78,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown St Lukes', 'Countdown Three Kings']",656.58,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown St Lukes', 'Countdown Victoria Street West']",727.77625,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Three Kings', 'Countdown Victoria Street West']",755.2112500000001,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown Ponsonby', 'Countdown Pt Chevalier']",798.805625,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown Ponsonby', 'Countdown St Lukes']",730.95125,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown Ponsonby', 'Countdown Three Kings']",764.6593750000001,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown Ponsonby', 'Countdown Victoria Street West']",782.8743750000001,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown Pt Chevalier', 'Countdown St Lukes']",755.96125,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown Pt Chevalier', 'Countdown Three Kings']",799.30875,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown Pt Chevalier', 'Countdown Victoria Street West']",832.5250000000001,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown St Lukes', 'Countdown Three Kings']",694.436875,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown St Lukes', 'Countdown Victoria Street West']",765.6331250000001,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown Three Kings', 'Countdown Victoria Street West']",763.6031250000001,Central Region
"['Countdown Greenlane', 'Countdown Ponsonby', 'Countdown Pt Chevalier', 'Countdown St Lukes']",711.785,Central Region
"['Countdown Greenlane', 'Countdown Ponsonby', 'Countdown Pt Chevalier', 'Countdown Three Kings']",755.1325,Central Region
"['Countdown Greenlane', 'Countdown Ponsonby', 'Countdown Pt Chevalier', 'Countdown Victoria Street West']",788.3487500000001,Central Region
"['Countdown Greenlane', 'Countdown Ponsonby', 'Countdown St Lukes', 'Countdown Three Kings']",664.095,Central Region
"['Countdown Greenlane', 'Countdown Ponsonby', 'Countdown St Lukes', 'Countdown Victoria Street West']",735.29125,Central Region
"['Countdown Greenlane', 'Countdown Ponsonby', 'Countdown Three Kings', 'Countdown Victoria Street West']",799.9875,Central Region
"['Countdown Greenlane', 'Countdown Pt Chevalier', 'Countdown St Lukes', 'Countdown Three Kings']",699.30625,Central Region
"['Countdown Greenlane', 'Countdown Pt Chevalier', 'Countdown St Lukes', 'Countdown Victoria Street West']",770.5025,Central Region
"['Countdown Greenlane', 'Countdown Pt Chevalier', 'Countdown Three Kings', 'Countdown Victoria Street West']",844.838125,Central Region
"['Countdown Greenlane', 'Countdown St Lukes', 'Countdown Three Kings', 'Countdown Victoria Street West']",757.8543750000001,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Mt Eden']",830.17625,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Mt Roskill']",787.8831250000001,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Newmarket']",842.698125,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Onehunga']",745.5275,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Ponsonby']",826.59625,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Pt Chevalier']",830.9275,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown St Lukes']",757.285625,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Three Kings']",754.641875,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Victoria Street West']",849.850625,Central Region
