Route,Cost,Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn', 'Countdown Newmarket']",822.3375,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn', 'Countdown Onehunga']",795.553125,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn', 'Countdown Ponsonby']",787.45625,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn', 'Countdown Pt Chevalier']",826.424375,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn', 'Countdown St Lukes']",764.1362499999999,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn', 'Countdown Three Kings']",811.3193749999999,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn', 'Countdown Victoria Street West']",820.5818750000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn Central', 'Countdown Lynfield']",881.6856250000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn Central', 'Countdown Mt Eden']",884.1162499999999,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill']",885.7875,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn Central', 'Countdown Newmarket']",891.426875,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn Central', 'Countdown Onehunga']",858.57,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn Central', 'Countdown Ponsonby']",855.3425,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn Central', 'Countdown Pt Chevalier']",891.983125,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn Central', 'Countdown St Lukes']",824.12875,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn Central', 'Countdown Three Kings']",874.33625,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Grey Lynn Central', 'Countdown Victoria Street West']",898.579375,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Lynfield', 'Countdown Mt Eden']",819.7574999999999,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Lynfield', 'Countdown Mt Roskill']",777.4643750000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Lynfield', 'Countdown Newmarket']",832.2793750000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Lynfield', 'Countdown Onehunga']",735.10875,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Lynfield', 'Countdown Ponsonby']",816.1775,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Lynfield', 'Countdown Pt Chevalier']",820.50875,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Lynfield', 'Countdown St Lukes']",746.866875,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Lynfield', 'Countdown Three Kings']",744.223125,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Lynfield', 'Countdown Victoria Street West']",839.431875,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Eden', 'Countdown Mt Roskill']",855.953125,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Eden', 'Countdown Newmarket']",856.329375,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Eden', 'Countdown Onehunga']",823.2168750000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Eden', 'Countdown Ponsonby']",851.996875,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Eden', 'Countdown Pt Chevalier']",882.8700000000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Eden', 'Countdown St Lukes']",797.405625,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Eden', 'Countdown Three Kings']",814.911875,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Eden', 'Countdown Victoria Street West']",870.2825,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Roskill', 'Countdown Newmarket']",860.7950000000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Roskill', 'Countdown Onehunga']",781.7087500000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Roskill', 'Countdown Ponsonby']",850.9193750000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Roskill', 'Countdown Pt Chevalier']",859.7606250000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Roskill', 'Countdown St Lukes']",773.863125,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Roskill', 'Countdown Three Kings']",782.2775,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Mt Roskill', 'Countdown Victoria Street West']",885.5631250000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Newmarket', 'Countdown Onehunga']",832.063125,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Newmarket', 'Countdown Ponsonby']",842.144375,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Newmarket', 'Countdown Pt Chevalier']",870.4962499999999,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Newmarket', 'Countdown St Lukes']",806.695625,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Newmarket', 'Countdown Three Kings']",803.1424999999999,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Newmarket', 'Countdown Victoria Street West']",848.736875,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Onehunga', 'Countdown Ponsonby']",868.453125,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Onehunga', 'Countdown Pt Chevalier']",886.60375,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Onehunga', 'Countdown St Lukes']",804.915,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Onehunga', 'Countdown Three Kings']",771.896875,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Onehunga', 'Countdown Victoria Street West']",891.7075,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Ponsonby', 'Countdown Pt Chevalier']",849.375,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Ponsonby', 'Countdown St Lukes']",781.520625,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Ponsonby', 'Countdown Three Kings']",815.22875,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Ponsonby', 'Countdown Victoria Street West']",833.4437499999999,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Pt Chevalier', 'Countdown St Lukes']",786.5906249999999,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Pt Chevalier', 'Countdown Three Kings']",829.938125,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Pt Chevalier', 'Countdown Victoria Street West']",863.1543750000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown St Lukes', 'Countdown Three Kings']",739.2331250000001,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown St Lukes', 'Countdown Victoria Street West']",810.4293749999999,Central Region
"['Countdown Auckland City', 'Countdown Blockhouse Bay', 'Countdown Three Kings', 'Countdown Victoria Street West']",854.55125,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Grey Lynn Central']",803.9487499999999,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Lynfield']",785.879375,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Eden']",791.33375,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Roskill']",793.005,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Newmarket']",789.548125,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Onehunga']",762.76375,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Ponsonby']",754.666875,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Pt Chevalier']",793.635,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown St Lukes']",731.346875,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Three Kings']",778.53,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Victoria Street West']",787.7925,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Lynfield']",858.594375,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Eden']",861.0249999999999,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill']",862.6962500000001,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Newmarket']",868.335625,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Onehunga']",835.47875,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Ponsonby']",832.25125,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Pt Chevalier']",868.891875,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown St Lukes']",801.0374999999999,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Three Kings']",851.245,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Victoria Street West']",875.4881250000001,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Eden']",875.539375,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Roskill']",833.24625,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Lynfield', 'Countdown Newmarket']",888.06125,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Lynfield', 'Countdown Onehunga']",790.890625,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Lynfield', 'Countdown Ponsonby']",871.959375,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Lynfield', 'Countdown Pt Chevalier']",876.2906250000001,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Lynfield', 'Countdown St Lukes']",802.64875,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Lynfield', 'Countdown Three Kings']",800.005,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Lynfield', 'Countdown Victoria Street West']",895.2137499999999,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Mt Roskill']",808.7500000000001,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Newmarket']",809.12625,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Onehunga']",776.0137500000001,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Ponsonby']",804.79375,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Pt Chevalier']",835.6668750000001,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Eden', 'Countdown St Lukes']",750.2025,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Three Kings']",767.70875,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Victoria Street West']",823.079375,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Newmarket']",862.98375,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Onehunga']",783.8975,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Ponsonby']",853.108125,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Pt Chevalier']",861.9493749999999,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown St Lukes']",776.051875,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Three Kings']",784.4662500000001,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Victoria Street West']",887.7518749999999,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Newmarket', 'Countdown Onehunga']",761.2687500000001,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Newmarket', 'Countdown Ponsonby']",771.35,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Newmarket', 'Countdown Pt Chevalier']",799.701875,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Newmarket', 'Countdown St Lukes']",735.90125,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Newmarket', 'Countdown Three Kings']",732.348125,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Newmarket', 'Countdown Victoria Street West']",777.9425000000001,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Onehunga', 'Countdown Ponsonby']",837.29625,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Onehunga', 'Countdown Pt Chevalier']",855.4468750000001,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Onehunga', 'Countdown St Lukes']",773.758125,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Onehunga', 'Countdown Three Kings']",740.74,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Onehunga', 'Countdown Victoria Street West']",860.5506250000001,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Ponsonby', 'Countdown Pt Chevalier']",811.2706250000001,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Ponsonby', 'Countdown St Lukes']",743.4162499999999,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Ponsonby', 'Countdown Three Kings']",777.124375,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Ponsonby', 'Countdown Victoria Street West']",795.339375,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Pt Chevalier', 'Countdown St Lukes']",778.6274999999999,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Pt Chevalier', 'Countdown Three Kings']",821.9749999999999,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Pt Chevalier', 'Countdown Victoria Street West']",855.1912500000001,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown St Lukes', 'Countdown Three Kings']",734.9912499999999,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown St Lukes', 'Countdown Victoria Street West']",806.1875,Central Region
"['Countdown Auckland City', 'Countdown Greenlane', 'Countdown Three Kings', 'Countdown Victoria Street West']",824.2887499999999,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Lynfield']",785.286875,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Mt Eden']",787.7175,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill']",789.3887500000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Newmarket']",795.028125,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Onehunga']",762.17125,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Ponsonby']",758.9437500000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Pt Chevalier']",795.5843750000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown St Lukes']",727.73,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Three Kings']",777.9375,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Victoria Street West']",802.180625,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Mt Eden']",828.75,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Mt Roskill']",786.4568750000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Newmarket']",841.271875,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Onehunga']",744.10125,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Ponsonby']",825.1700000000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Pt Chevalier']",829.50125,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown St Lukes']",755.859375,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Three Kings']",753.215625,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Victoria Street West']",848.424375,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Mt Roskill']",782.2925000000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Newmarket']",782.66875,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Onehunga']",749.5562500000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Ponsonby']",778.3362500000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Pt Chevalier']",809.2093750000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown St Lukes']",723.745,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Three Kings']",741.25125,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Victoria Street West']",796.621875,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Newmarket']",830.31375,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Onehunga']",751.2275000000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Ponsonby']",820.4381250000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Pt Chevalier']",829.2793750000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown St Lukes']",743.3818749999999,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Three Kings']",751.79625,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Victoria Street West']",855.0818750000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Onehunga']",747.770625,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Ponsonby']",757.8518750000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Pt Chevalier']",786.2037500000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown St Lukes']",722.4031249999999,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Three Kings']",718.85,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Victoria Street West']",764.444375,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown Ponsonby']",845.42125,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown Pt Chevalier']",863.5718750000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown St Lukes']",781.883125,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown Three Kings']",748.865,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown Victoria Street West']",868.6756250000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Ponsonby', 'Countdown Pt Chevalier']",746.3025,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Ponsonby', 'Countdown St Lukes']",678.448125,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Ponsonby', 'Countdown Three Kings']",712.15625,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Ponsonby', 'Countdown Victoria Street West']",730.3712499999999,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Pt Chevalier', 'Countdown St Lukes']",724.275625,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Pt Chevalier', 'Countdown Three Kings']",767.623125,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Pt Chevalier', 'Countdown Victoria Street West']",800.839375,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown St Lukes', 'Countdown Three Kings']",682.151875,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown St Lukes', 'Countdown Victoria Street West']",753.348125,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn', 'Countdown Three Kings', 'Countdown Victoria Street West']",831.5193750000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Mt Eden']",913.0181944444445,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Mt Roskill']",868.3581250000001,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Newmarket']",928.3227083333334,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Onehunga']",826.0025,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Ponsonby']",908.642638888889,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Pt Chevalier']",913.936388888889,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown St Lukes']",837.760625,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Three Kings']",835.116875,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Victoria Street West']",937.0646527777777,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Mt Roskill']",861.17,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Newmarket']",861.54625,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Onehunga']",828.43375,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Ponsonby']",857.21375,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Pt Chevalier']",888.086875,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown St Lukes']",802.6225,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Three Kings']",820.12875,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Victoria Street West']",875.4993749999999,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Newmarket']",911.23375,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Onehunga']",830.105,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Ponsonby']",899.315625,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Pt Chevalier']",909.9695138888887,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown St Lukes']",822.259375,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Three Kings']",830.6737499999999,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Victoria Street West']",941.5059027777777,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Onehunga']",835.744375,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Ponsonby']",845.825625,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Pt Chevalier']",874.1775,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown St Lukes']",810.3768749999999,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Three Kings']",806.8237499999999,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Victoria Street West']",852.4181249999999,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Onehunga', 'Countdown Ponsonby']",933.3941666666667,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Onehunga', 'Countdown Pt Chevalier']",955.5782638888888,Central Region
"['Countdown Auckland City', 'Countdown Grey Lynn Central', 'Countdown Onehunga', 'Countdown St Lukes']",863.784375,Central Region
