Route,Cost,Region
"['Countdown Blockhouse Bay', 'Countdown St Lukes', 'Countdown Three Kings']",965.2796527777779,Central Region
"['Countdown Blockhouse Bay', 'Countdown St Lukes', 'Countdown Victoria Street West']",1052.2972916666668,Central Region
"['Countdown Blockhouse Bay', 'Countdown St Lukes', 'Countdown Metro Albert Street']",897.8793750000001,Central Region
"['Countdown Blockhouse Bay', 'Countdown St Lukes', 'Countdown Metro Halsey Street']",871.2493750000001,Central Region
"['Countdown Blockhouse Bay', 'Countdown Three Kings', 'Countdown Metro Albert Street']",980.8652777777777,Central Region
"['Countdown Blockhouse Bay', 'Countdown Three Kings', 'Countdown Metro Halsey Street']",956.815763888889,Central Region
"['Countdown Blockhouse Bay', 'Countdown Victoria Street West', 'Countdown Metro Albert Street']",949.0134027777779,Central Region
"['Countdown Blockhouse Bay', 'Countdown Victoria Street West', 'Countdown Metro Halsey Street']",922.6577083333333,Central Region
"['Countdown Blockhouse Bay', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",776.0075,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Mt Eden']",1000.9448611111112,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Newmarket']",1033.1374305555557,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Onehunga']",1000.4009722222222,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown St Lukes']",996.3775694444444,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Metro Albert Street']",931.0780555555556,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn', 'Countdown Metro Halsey Street']",891.079375,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Mt Eden']",982.9980555555557,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Newmarket']",1026.3082638888886,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Onehunga']",986.1498611111111,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown St Lukes']",978.4299999999998,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Metro Albert Street']",938.4564583333333,Central Region
"['Countdown Greenlane', 'Countdown Grey Lynn Central', 'Countdown Metro Halsey Street']",905.5779166666667,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Mt Eden']",1069.4878472222222,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Newmarket']",1119.167361111111,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Onehunga']",1000.4032638888891,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown St Lukes']",1049.1493055555557,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Metro Albert Street']",1031.3147916666667,Central Region
"['Countdown Greenlane', 'Countdown Lynfield', 'Countdown Metro Halsey Street']",998.767013888889,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Mt Roskill']",953.4813888888889,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Newmarket']",953.9412500000002,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Onehunga']",913.4704166666667,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Pt Chevalier']",986.3797916666666,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown St Lukes']",916.2983333333333,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Metro Albert Street']",894.4675,Central Region
"['Countdown Greenlane', 'Countdown Mt Eden', 'Countdown Metro Halsey Street']",874.7906250000001,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Newmarket']",1054.1420833333334,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Onehunga']",957.4811111111113,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown St Lukes']",982.2670138888889,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Metro Albert Street']",987.8197222222225,Central Region
"['Countdown Greenlane', 'Countdown Mt Roskill', 'Countdown Metro Halsey Street']",955.2719444444444,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Onehunga']",929.82375,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Pt Chevalier']",976.7975694444447,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown St Lukes']",933.1940277777776,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Metro Albert Street']",866.6337500000001,Central Region
"['Countdown Greenlane', 'Countdown Newmarket', 'Countdown Metro Halsey Street']",846.9568750000001,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown Pt Chevalier']",1044.9303472222223,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown St Lukes']",979.4635416666665,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown Metro Albert Street']",931.7174305555557,Central Region
"['Countdown Greenlane', 'Countdown Onehunga', 'Countdown Metro Halsey Street']",907.6679166666668,Central Region
"['Countdown Greenlane', 'Countdown Ponsonby', 'Countdown Metro Albert Street']",944.3177777777778,Central Region
"['Countdown Greenlane', 'Countdown Ponsonby', 'Countdown Metro Halsey Street']",919.9290972222221,Central Region
"['Countdown Greenlane', 'Countdown Pt Chevalier', 'Countdown St Lukes']",985.4150000000001,Central Region
"['Countdown Greenlane', 'Countdown Pt Chevalier', 'Countdown Metro Albert Street']",948.0241666666667,Central Region
"['Countdown Greenlane', 'Countdown Pt Chevalier', 'Countdown Metro Halsey Street']",915.4756249999999,Central Region
"['Countdown Greenlane', 'Countdown St Lukes', 'Countdown Metro Albert Street']",932.9602777777778,Central Region
"['Countdown Greenlane', 'Countdown St Lukes', 'Countdown Metro Halsey Street']",900.4125000000001,Central Region
"['Countdown Greenlane', 'Countdown Three Kings', 'Countdown Metro Albert Street']",984.6144444444445,Central Region
"['Countdown Greenlane', 'Countdown Three Kings', 'Countdown Metro Halsey Street']",960.5649305555555,Central Region
"['Countdown Greenlane', 'Countdown Victoria Street West', 'Countdown Metro Albert Street']",922.8127777777778,Central Region
"['Countdown Greenlane', 'Countdown Victoria Street West', 'Countdown Metro Halsey Street']",897.10125,Central Region
"['Countdown Greenlane', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",759.1612500000001,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Mt Eden']",967.0633333333333,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Newmarket']",1010.3735416666667,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Onehunga']",970.215138888889,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown St Lukes']",962.4952777777777,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Metro Albert Street']",922.5217361111113,Central Region
"['Countdown Grey Lynn', 'Countdown Grey Lynn Central', 'Countdown Metro Halsey Street']",891.52625,Central Region
"['Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Mt Eden']",1085.9641666666664,Central Region
"['Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Newmarket']",1135.6436805555554,Central Region
"['Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Onehunga']",1016.8795833333332,Central Region
"['Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown St Lukes']",1065.6256250000001,Central Region
"['Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Metro Albert Street']",1047.7911111111111,Central Region
"['Countdown Grey Lynn', 'Countdown Lynfield', 'Countdown Metro Halsey Street']",1015.2433333333333,Central Region
"['Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Mt Roskill']",994.8077777777778,Central Region
"['Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Newmarket']",995.2676388888891,Central Region
"['Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Onehunga']",954.7968055555556,Central Region
"['Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Pt Chevalier']",1027.7061805555556,Central Region
"['Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown St Lukes']",957.6247222222221,Central Region
"['Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Metro Albert Street']",934.5644444444443,Central Region
"['Countdown Grey Lynn', 'Countdown Mt Eden', 'Countdown Metro Halsey Street']",910.5149305555557,Central Region
"['Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Newmarket']",1087.8754166666665,Central Region
"['Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Onehunga']",991.2144444444446,Central Region
"['Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown St Lukes']",1016.0003472222222,Central Region
"['Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Metro Albert Street']",1021.5530555555556,Central Region
"['Countdown Grey Lynn', 'Countdown Mt Roskill', 'Countdown Metro Halsey Street']",989.0052777777778,Central Region
"['Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Onehunga']",986.9893750000001,Central Region
"['Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Pt Chevalier']",1033.9631944444445,Central Region
"['Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown St Lukes']",990.3596527777778,Central Region
"['Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Metro Albert Street']",916.384652777778,Central Region
"['Countdown Grey Lynn', 'Countdown Newmarket', 'Countdown Metro Halsey Street']",893.72875,Central Region
"['Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown Pt Chevalier']",1128.524236111111,Central Region
"['Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown St Lukes']",1063.0574305555556,Central Region
"['Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown Metro Albert Street']",1015.3113194444445,Central Region
"['Countdown Grey Lynn', 'Countdown Onehunga', 'Countdown Metro Halsey Street']",991.2618055555556,Central Region
"['Countdown Grey Lynn', 'Countdown Ponsonby', 'Countdown Metro Albert Street']",938.5756250000001,Central Region
"['Countdown Grey Lynn', 'Countdown Ponsonby', 'Countdown Metro Halsey Street']",914.1869444444445,Central Region
"['Countdown Grey Lynn', 'Countdown Pt Chevalier', 'Countdown St Lukes']",992.648263888889,Central Region
"['Countdown Grey Lynn', 'Countdown Pt Chevalier', 'Countdown Metro Albert Street']",955.2574305555556,Central Region
"['Countdown Grey Lynn', 'Countdown Pt Chevalier', 'Countdown Metro Halsey Street']",922.7088888888889,Central Region
"['Countdown Grey Lynn', 'Countdown St Lukes', 'Countdown Metro Albert Street']",942.0421527777779,Central Region
"['Countdown Grey Lynn', 'Countdown St Lukes', 'Countdown Metro Halsey Street']",909.4943750000001,Central Region
"['Countdown Grey Lynn', 'Countdown Three Kings', 'Countdown Metro Albert Street']",1067.1152083333336,Central Region
"['Countdown Grey Lynn', 'Countdown Three Kings', 'Countdown Metro Halsey Street']",1043.0656944444445,Central Region
"['Countdown Grey Lynn', 'Countdown Victoria Street West', 'Countdown Metro Albert Street']",949.5007638888891,Central Region
"['Countdown Grey Lynn', 'Countdown Victoria Street West', 'Countdown Metro Halsey Street']",923.1450694444446,Central Region
"['Countdown Grey Lynn', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",773.6906250000001,Central Region
"['Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Mt Eden']",1059.8590277777778,Central Region
"['Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Newmarket']",1109.5385416666668,Central Region
"['Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Onehunga']",990.7744444444445,Central Region
"['Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown St Lukes']",1039.520486111111,Central Region
"['Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Metro Albert Street']",1021.6859722222222,Central Region
"['Countdown Grey Lynn Central', 'Countdown Lynfield', 'Countdown Metro Halsey Street']",989.1381944444447,Central Region
"['Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Mt Roskill']",965.0069444444446,Central Region
"['Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Newmarket']",965.4668055555555,Central Region
"['Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Onehunga']",924.9959722222223,Central Region
"['Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Pt Chevalier']",997.9053472222223,Central Region
"['Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown St Lukes']",927.8238888888889,Central Region
"['Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Metro Albert Street']",904.7636111111111,Central Region
"['Countdown Grey Lynn Central', 'Countdown Mt Eden', 'Countdown Metro Halsey Street']",884.220625,Central Region
"['Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Newmarket']",1058.0745833333333,Central Region
"['Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Onehunga']",961.4136111111112,Central Region
"['Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown St Lukes']",986.1995138888889,Central Region
"['Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Metro Albert Street']",991.7522222222221,Central Region
"['Countdown Grey Lynn Central', 'Countdown Mt Roskill', 'Countdown Metro Halsey Street']",959.2044444444444,Central Region
"['Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Onehunga']",968.3061805555556,Central Region
"['Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Pt Chevalier']",1015.28,Central Region
"['Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown St Lukes']",971.6764583333334,Central Region
"['Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Metro Albert Street']",898.119375,Central Region
"['Countdown Grey Lynn Central', 'Countdown Newmarket', 'Countdown Metro Halsey Street']",878.4425,Central Region
"['Countdown Grey Lynn Central', 'Countdown Onehunga', 'Countdown Pt Chevalier']",1102.419097222222,Central Region
"['Countdown Grey Lynn Central', 'Countdown Onehunga', 'Countdown St Lukes']",1036.9522916666665,Central Region
"['Countdown Grey Lynn Central', 'Countdown Onehunga', 'Countdown Metro Albert Street']",989.2061805555555,Central Region
"['Countdown Grey Lynn Central', 'Countdown Onehunga', 'Countdown Metro Halsey Street']",965.1566666666665,Central Region
"['Countdown Grey Lynn Central', 'Countdown Ponsonby', 'Countdown Metro Albert Street']",918.4219444444444,Central Region
"['Countdown Grey Lynn Central', 'Countdown Ponsonby', 'Countdown Metro Halsey Street']",895.118125,Central Region
"['Countdown Grey Lynn Central', 'Countdown Pt Chevalier', 'Countdown St Lukes']",969.6498611111111,Central Region
"['Countdown Grey Lynn Central', 'Countdown Pt Chevalier', 'Countdown Metro Albert Street']",932.2590277777779,Central Region
"['Countdown Grey Lynn Central', 'Countdown Pt Chevalier', 'Countdown Metro Halsey Street']",899.763125,Central Region
"['Countdown Grey Lynn Central', 'Countdown St Lukes', 'Countdown Metro Albert Street']",912.2405555555557,Central Region
"['Countdown Grey Lynn Central', 'Countdown St Lukes', 'Countdown Metro Halsey Street']",883.385,Central Region
"['Countdown Grey Lynn Central', 'Countdown Three Kings', 'Countdown Metro Albert Street']",1041.0100694444443,Central Region
"['Countdown Grey Lynn Central', 'Countdown Three Kings', 'Countdown Metro Halsey Street']",1016.9605555555555,Central Region
"['Countdown Grey Lynn Central', 'Countdown Victoria Street West', 'Countdown Metro Albert Street']",941.705277777778,Central Region
"['Countdown Grey Lynn Central', 'Countdown Victoria Street West', 'Countdown Metro Halsey Street']",915.3495833333334,Central Region
"['Countdown Grey Lynn Central', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",770.0287500000001,Central Region
"['Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Mt Roskill']",981.0684722222221,Central Region
"['Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Newmarket']",981.5283333333334,Central Region
"['Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Onehunga']",941.0575000000001,Central Region
"['Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Pt Chevalier']",1013.966875,Central Region
"['Countdown Lynfield', 'Countdown Mt Eden', 'Countdown St Lukes']",943.8854166666666,Central Region
"['Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Metro Albert Street']",920.8251388888889,Central Region
"['Countdown Lynfield', 'Countdown Mt Eden', 'Countdown Metro Halsey Street']",897.361875,Central Region
"['Countdown Lynfield', 'Countdown Mt Roskill', 'Countdown Newmarket']",1020.401875,Central Region
"['Countdown Lynfield', 'Countdown Mt Roskill', 'Countdown Onehunga']",923.7409027777778,Central Region
"['Countdown Lynfield', 'Countdown Mt Roskill', 'Countdown St Lukes']",948.5268055555556,Central Region
"['Countdown Lynfield', 'Countdown Mt Roskill', 'Countdown Metro Albert Street']",954.079513888889,Central Region
"['Countdown Lynfield', 'Countdown Mt Roskill', 'Countdown Metro Halsey Street']",921.5317361111112,Central Region
"['Countdown Lynfield', 'Countdown Newmarket', 'Countdown Onehunga']",990.7370138888889,Central Region
"['Countdown Lynfield', 'Countdown Newmarket', 'Countdown Pt Chevalier']",1037.7108333333335,Central Region
"['Countdown Lynfield', 'Countdown Newmarket', 'Countdown St Lukes']",994.1072916666665,Central Region
"['Countdown Lynfield', 'Countdown Newmarket', 'Countdown Metro Albert Street']",920.1322916666667,Central Region
"['Countdown Lynfield', 'Countdown Newmarket', 'Countdown Metro Halsey Street']",896.7950000000001,Central Region
"['Countdown Lynfield', 'Countdown Onehunga', 'Countdown Pt Chevalier']",1046.2442361111114,Central Region
"['Countdown Lynfield', 'Countdown Onehunga', 'Countdown St Lukes']",980.7774305555556,Central Region
"['Countdown Lynfield', 'Countdown Onehunga', 'Countdown Metro Albert Street']",933.0313194444444,Central Region
"['Countdown Lynfield', 'Countdown Onehunga', 'Countdown Metro Halsey Street']",908.9818055555555,Central Region
"['Countdown Lynfield', 'Countdown Ponsonby', 'Countdown Metro Albert Street']",965.2758333333334,Central Region
"['Countdown Lynfield', 'Countdown Ponsonby', 'Countdown Metro Halsey Street']",940.8871527777777,Central Region
"['Countdown Lynfield', 'Countdown Pt Chevalier', 'Countdown St Lukes']",977.014513888889,Central Region
"['Countdown Lynfield', 'Countdown Pt Chevalier', 'Countdown Metro Albert Street']",939.6236805555557,Central Region
"['Countdown Lynfield', 'Countdown Pt Chevalier', 'Countdown Metro Halsey Street']",907.0751388888888,Central Region
"['Countdown Lynfield', 'Countdown St Lukes', 'Countdown Metro Albert Street']",912.5315972222223,Central Region
"['Countdown Lynfield', 'Countdown St Lukes', 'Countdown Metro Halsey Street']",883.6231250000001,Central Region
"['Countdown Lynfield', 'Countdown Three Kings', 'Countdown Metro Albert Street']",976.705138888889,Central Region
"['Countdown Lynfield', 'Countdown Three Kings', 'Countdown Metro Halsey Street']",952.6556250000001,Central Region
"['Countdown Lynfield', 'Countdown Victoria Street West', 'Countdown Metro Albert Street']",964.1361111111113,Central Region
"['Countdown Lynfield', 'Countdown Victoria Street West', 'Countdown Metro Halsey Street']",937.7804166666667,Central Region
"['Countdown Lynfield', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",788.380625,Central Region
"['Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown Newmarket']",1008.3530555555556,Central Region
"['Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown Onehunga']",911.6920833333334,Central Region
"['Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown Pt Chevalier']",1007.0888194444443,Central Region
"['Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown St Lukes']",936.4779861111111,Central Region
"['Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown Metro Albert Street']",942.0306944444445,Central Region
"['Countdown Mt Eden', 'Countdown Mt Roskill', 'Countdown Metro Halsey Street']",909.4829166666667,Central Region
"['Countdown Mt Eden', 'Countdown Newmarket', 'Countdown Onehunga']",912.1519444444444,Central Region
"['Countdown Mt Eden', 'Countdown Newmarket', 'Countdown Ponsonby']",993.2234722222223,Central Region
"['Countdown Mt Eden', 'Countdown Newmarket', 'Countdown Pt Chevalier']",959.1257638888891,Central Region
"['Countdown Mt Eden', 'Countdown Newmarket', 'Countdown St Lukes']",915.5222222222221,Central Region
"['Countdown Mt Eden', 'Countdown Newmarket', 'Countdown Three Kings']",945.5545138888889,Central Region
"['Countdown Mt Eden', 'Countdown Newmarket', 'Countdown Victoria Street West']",1001.2809722222222,Central Region
"['Countdown Mt Eden', 'Countdown Newmarket', 'Countdown Metro Albert Street']",852.1750000000001,Central Region
"['Countdown Mt Eden', 'Countdown Newmarket', 'Countdown Metro Halsey Street']",832.4981250000001,Central Region
"['Countdown Mt Eden', 'Countdown Onehunga', 'Countdown Ponsonby']",1092.5183333333334,Central Region
"['Countdown Mt Eden', 'Countdown Onehunga', 'Countdown Pt Chevalier']",1045.9524305555556,Central Region
"['Countdown Mt Eden', 'Countdown Onehunga', 'Countdown St Lukes']",980.4856249999999,Central Region
"['Countdown Mt Eden', 'Countdown Onehunga', 'Countdown Three Kings']",974.505138888889,Central Region
"['Countdown Mt Eden', 'Countdown Onehunga', 'Countdown Victoria Street West']",1120.9403472222223,Central Region
"['Countdown Mt Eden', 'Countdown Onehunga', 'Countdown Metro Albert Street']",932.739513888889,Central Region
"['Countdown Mt Eden', 'Countdown Onehunga', 'Countdown Metro Halsey Street']",908.69,Central Region
"['Countdown Mt Eden', 'Countdown Ponsonby', 'Countdown St Lukes']",967.8868055555554,Central Region
"['Countdown Mt Eden', 'Countdown Ponsonby', 'Countdown Metro Albert Street']",901.0755555555555,Central Region
"['Countdown Mt Eden', 'Countdown Ponsonby', 'Countdown Metro Halsey Street']",880.925625,Central Region
"['Countdown Mt Eden', 'Countdown Pt Chevalier', 'Countdown St Lukes']",945.2543055555556,Central Region
"['Countdown Mt Eden', 'Countdown Pt Chevalier', 'Countdown Metro Albert Street']",907.8634722222222,Central Region
"['Countdown Mt Eden', 'Countdown Pt Chevalier', 'Countdown Metro Halsey Street']",879.803125,Central Region
"['Countdown Mt Eden', 'Countdown St Lukes', 'Countdown Three Kings']",934.1931944444445,Central Region
"['Countdown Mt Eden', 'Countdown St Lukes', 'Countdown Victoria Street West']",1021.2108333333332,Central Region
"['Countdown Mt Eden', 'Countdown St Lukes', 'Countdown Metro Albert Street']",872.445,Central Region
"['Countdown Mt Eden', 'Countdown St Lukes', 'Countdown Metro Halsey Street']",845.815,Central Region
"['Countdown Mt Eden', 'Countdown Three Kings', 'Countdown Metro Albert Street']",955.1229861111111,Central Region
"['Countdown Mt Eden', 'Countdown Three Kings', 'Countdown Metro Halsey Street']",931.0734722222222,Central Region
"['Countdown Mt Eden', 'Countdown Victoria Street West', 'Countdown Metro Albert Street']",894.97875,Central Region
"['Countdown Mt Eden', 'Countdown Victoria Street West', 'Countdown Metro Halsey Street']",873.415,Central Region
"['Countdown Mt Eden', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",746.296875,Central Region
"['Countdown Mt Roskill', 'Countdown Newmarket', 'Countdown Onehunga']",962.7427777777777,Central Region
"['Countdown Mt Roskill', 'Countdown Newmarket', 'Countdown Pt Chevalier']",1009.7165972222223,Central Region
"['Countdown Mt Roskill', 'Countdown Newmarket', 'Countdown St Lukes']",966.1130555555555,Central Region
"['Countdown Mt Roskill', 'Countdown Newmarket', 'Countdown Metro Albert Street']",893.5675000000001,Central Region
"['Countdown Mt Roskill', 'Countdown Newmarket', 'Countdown Metro Halsey Street']",873.890625,Central Region
"['Countdown Mt Roskill', 'Countdown Onehunga', 'Countdown Pt Chevalier']",1040.353125,Central Region
"['Countdown Mt Roskill', 'Countdown Onehunga', 'Countdown St Lukes']",974.8863194444446,Central Region
"['Countdown Mt Roskill', 'Countdown Onehunga', 'Countdown Metro Albert Street']",927.1402083333334,Central Region
"['Countdown Mt Roskill', 'Countdown Onehunga', 'Countdown Metro Halsey Street']",903.0906944444444,Central Region
"['Countdown Mt Roskill', 'Countdown Ponsonby', 'Countdown Metro Albert Street']",944.8914583333333,Central Region
"['Countdown Mt Roskill', 'Countdown Ponsonby', 'Countdown Metro Halsey Street']",920.5027777777777,Central Region
"['Countdown Mt Roskill', 'Countdown Pt Chevalier', 'Countdown St Lukes']",962.1423611111111,Central Region
"['Countdown Mt Roskill', 'Countdown Pt Chevalier', 'Countdown Metro Albert Street']",924.7515277777778,Central Region
"['Countdown Mt Roskill', 'Countdown Pt Chevalier', 'Countdown Metro Halsey Street']",893.620625,Central Region
"['Countdown Mt Roskill', 'Countdown St Lukes', 'Countdown Metro Albert Street']",885.829375,Central Region
"['Countdown Mt Roskill', 'Countdown St Lukes', 'Countdown Metro Halsey Street']",859.199375,Central Region
"['Countdown Mt Roskill', 'Countdown Three Kings', 'Countdown Metro Albert Street']",960.369375,Central Region
"['Countdown Mt Roskill', 'Countdown Three Kings', 'Countdown Metro Halsey Street']",936.3198611111111,Central Region
"['Countdown Mt Roskill', 'Countdown Victoria Street West', 'Countdown Metro Albert Street']",957.6720833333335,Central Region
"['Countdown Mt Roskill', 'Countdown Victoria Street West', 'Countdown Metro Halsey Street']",931.3163888888889,Central Region
"['Countdown Mt Roskill', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",783.0918750000001,Central Region
"['Countdown Newmarket', 'Countdown Onehunga', 'Countdown Ponsonby']",1133.4459722222223,Central Region
"['Countdown Newmarket', 'Countdown Onehunga', 'Countdown Pt Chevalier']",1086.8800694444444,Central Region
"['Countdown Newmarket', 'Countdown Onehunga', 'Countdown St Lukes']",1021.4132638888889,Central Region
"['Countdown Newmarket', 'Countdown Onehunga', 'Countdown Three Kings']",1015.4327777777778,Central Region
"['Countdown Newmarket', 'Countdown Onehunga', 'Countdown Victoria Street West']",1161.8679861111111,Central Region
"['Countdown Newmarket', 'Countdown Onehunga', 'Countdown Metro Albert Street']",973.6671527777778,Central Region
"['Countdown Newmarket', 'Countdown Onehunga', 'Countdown Metro Halsey Street']",949.6176388888889,Central Region
"['Countdown Newmarket', 'Countdown Ponsonby', 'Countdown St Lukes']",985.9604166666667,Central Region
"['Countdown Newmarket', 'Countdown Ponsonby', 'Countdown Metro Albert Street']",919.1491666666667,Central Region
"['Countdown Newmarket', 'Countdown Ponsonby', 'Countdown Metro Halsey Street']",895.713125,Central Region
"['Countdown Newmarket', 'Countdown Pt Chevalier', 'Countdown St Lukes']",960.2463888888889,Central Region
"['Countdown Newmarket', 'Countdown Pt Chevalier', 'Countdown Metro Albert Street']",922.8555555555556,Central Region
"['Countdown Newmarket', 'Countdown Pt Chevalier', 'Countdown Metro Halsey Street']",892.069375,Central Region
"['Countdown Newmarket', 'Countdown St Lukes', 'Countdown Three Kings']",975.6631944444443,Central Region
"['Countdown Newmarket', 'Countdown St Lukes', 'Countdown Victoria Street West']",1062.680833333333,Central Region
"['Countdown Newmarket', 'Countdown St Lukes', 'Countdown Metro Albert Street']",907.7916666666666,Central Region
"['Countdown Newmarket', 'Countdown St Lukes', 'Countdown Metro Halsey Street']",879.745,Central Region
"['Countdown Newmarket', 'Countdown Three Kings', 'Countdown Metro Albert Street']",970.85375,Central Region
"['Countdown Newmarket', 'Countdown Three Kings', 'Countdown Metro Halsey Street']",946.804236111111,Central Region
"['Countdown Newmarket', 'Countdown Victoria Street West', 'Countdown Metro Albert Street']",898.0731250000001,Central Region
"['Countdown Newmarket', 'Countdown Victoria Street West', 'Countdown Metro Halsey Street']",876.5093750000001,Central Region
"['Countdown Newmarket', 'Countdown Metro Albert Street', 'Countdown Metro Halsey Street']",738.569375,Central Region
"['Countdown Onehunga', 'Countdown Ponsonby', 'Countdown St Lukes']",991.1418749999999,Central Region
