Route,Cost
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Lynfield', 'Countdown Metro Halsey Street', 'Distribution Centre Auckland')",1008.7907638888889
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Eden', 'Countdown Mt Roskill', 'Distribution Centre Auckland')",957.6896527777778
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Eden', 'Countdown Newmarket', 'Distribution Centre Auckland')",923.774513888889
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Eden', 'Countdown Onehunga', 'Distribution Centre Auckland')",886.339375
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Eden', 'Countdown Ponsonby', 'Distribution Centre Auckland')",918.479236111111
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Eden', 'Countdown Pt Chevalier', 'Distribution Centre Auckland')",956.2130555555557
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Eden', 'Countdown St Lukes', 'Distribution Centre Auckland')",920.5065972222221
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Eden', 'Countdown Three Kings', 'Distribution Centre Auckland')",1010.653125
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Eden', 'Countdown Victoria Street West', 'Distribution Centre Auckland')",1009.5783333333333
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Eden', 'Countdown Metro Albert Street', 'Distribution Centre Auckland')",897.910625
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Eden', 'Countdown Metro Halsey Street', 'Distribution Centre Auckland')",878.2337500000001
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Roskill', 'Countdown Newmarket', 'Distribution Centre Auckland')",1059.1784027777778
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Roskill', 'Countdown Onehunga', 'Distribution Centre Auckland')",962.5174305555557
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Roskill', 'Countdown Ponsonby', 'Distribution Centre Auckland')",1047.1081944444445
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Roskill', 'Countdown Pt Chevalier', 'Distribution Centre Auckland')",1057.914166666667
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Roskill', 'Countdown St Lukes', 'Distribution Centre Auckland')",1021.6783333333333
"('Distribution Centre Auckland', 'Countdown Auckland City', 'Countdown Mt Roskill', 'Countdown Victoria Street West', 'Distribution Centre Auckland')",1158.2005555555556
